symptom_name	disease_name	cooccurs	tfidf_score	disease_id	symptom_id	doid_code	doid_name
Aging, Premature	Acquired Immunodeficiency Syndrome	3	10.3936544686139	D000163	D019588	DOID:635	acquired immunodeficiency syndrome
Aging, Premature	Breast Neoplasms	1	3.46455148953797	D001943	D019588	DOID:1612	breast cancer
Aging, Premature	Colonic Neoplasms	1	3.46455148953797	D003110	D019588	DOID:219	colon cancer
Aging, Premature	Skin Neoplasms	3	10.3936544686139	D012878	D019588	DOID:4159	skin cancer
Aging, Premature	Osteoporosis	10	34.6455148953797	D010024	D019588	DOID:11476	osteoporosis
Aging, Premature	Arthritis, Rheumatoid	2	6.92910297907594	D001172	D019588	DOID:7148	rheumatoid arthritis
Aging, Premature	Alzheimer Disease	4	13.8582059581519	D000544	D019588	DOID:10652	Alzheimer's disease
Aging, Premature	Myocardial Ischemia	1	3.46455148953797	D017202	D019588	DOID:3393	coronary artery disease
Aging, Premature	Coronary Artery Disease	1	3.46455148953797	D003324	D019588	DOID:3393	coronary artery disease
Aging, Premature	Atherosclerosis	2	6.92910297907594	D050197	D019588	DOID:1936	atherosclerosis
Aging, Premature	Hypertension	1	3.46455148953797	D006973	D019588	DOID:10763	hypertension
Aging, Premature	Scleroderma, Systemic	1	3.46455148953797	D012595	D019588	DOID:418	systemic scleroderma
Aging, Premature	Vitiligo	1	3.46455148953797	D014820	D019588	DOID:12306	vitiligo
Aging, Premature	Diabetes Mellitus, Type 2	2	6.92910297907594	D003924	D019588	DOID:9352	type 2 diabetes mellitus
Aging, Premature	Metabolic Syndrome X	1	3.46455148953797	D024821	D019588	DOID:14221	metabolic syndrome X
Aging, Premature	Obesity	2	6.92910297907594	D009765	D019588	DOID:9970	obesity
Fever	Acquired Immunodeficiency Syndrome	74	45.801384788964	D000163	D005334	DOID:635	acquired immunodeficiency syndrome
Fever	Breast Neoplasms	107	66.2263266543128	D001943	D005334	DOID:1612	breast cancer
Fever	Colonic Neoplasms	27	16.711316071649	D003110	D005334	DOID:219	colon cancer
Fever	Skin Neoplasms	44	27.2332558204651	D012878	D005334	DOID:4159	skin cancer
Fever	Osteoporosis	3	1.85681289684989	D010024	D005334	DOID:11476	osteoporosis
Fever	Arthritis, Rheumatoid	54	33.422632143298	D001172	D005334	DOID:7148	rheumatoid arthritis
Fever	Alzheimer Disease	10	6.18937632283297	D000544	D005334	DOID:10652	Alzheimer's disease
Fever	Myocardial Ischemia	10	6.18937632283297	D017202	D005334	DOID:3393	coronary artery disease
Fever	Coronary Artery Disease	23	14.2355655425158	D003324	D005334	DOID:3393	coronary artery disease
Fever	Atherosclerosis	2	1.23787526456659	D050197	D005334	DOID:1936	atherosclerosis
Fever	Hypertension	30	18.5681289684989	D006973	D005334	DOID:10763	hypertension
Fever	Scleroderma, Systemic	10	6.18937632283297	D012595	D005334	DOID:418	systemic scleroderma
Fever	Diabetes Mellitus, Type 2	3	1.85681289684989	D003924	D005334	DOID:9352	type 2 diabetes mellitus
Fever	Obesity	17	10.521939748816	D009765	D005334	DOID:9970	obesity
Fever	Leprosy	10	6.18937632283297	D007918	D005334	DOID:1024	leprosy
Fever	Hepatitis B	12	7.42725158739956	D006509	D005334	DOID:2043	hepatitis B
Fever	Malaria	284	175.778287568456	D008288	D005334	DOID:12365	malaria
Fever	Leiomyoma	13	8.04618921968286	D007889	D005334	DOID:13223	uterine fibroid
Fever	Myosarcoma	3	1.85681289684989	D009217	D005334	DOID:4045	muscle cancer
Fever	Glioma	3	1.85681289684989	D005910	D005334	DOID:3070	malignant glioma
Fever	Melanoma	43	26.6143181881818	D008545	D005334	DOID:1909	melanoma
Fever	Retroperitoneal Neoplasms	10	6.18937632283297	D012186	D005334	DOID:5875	retroperitoneal cancer
Fever	Esophageal Neoplasms	14	8.66512685196616	D004938	D005334	DOID:5041	esophageal cancer
Fever	Rectal Neoplasms	13	8.04618921968286	D012004	D005334	DOID:1993	rectum cancer
Fever	Stomach Neoplasms	26	16.0923784393657	D013274	D005334	DOID:10534	stomach cancer
Fever	Liver Neoplasms	81	50.133948214947	D008113	D005334	DOID:3571	liver cancer
Fever	Pancreatic Neoplasms	13	8.04618921968286	D010190	D005334	DOID:1793	pancreatic cancer
Fever	Ovarian Neoplasms	47	29.0900687173149	D010051	D005334	DOID:2394	ovarian cancer
Fever	Head and Neck Neoplasms	12	7.42725158739956	D006258	D005334	DOID:11934	head and neck cancer
Fever	Laryngeal Neoplasms	5	3.09468816141648	D007822	D005334	DOID:2596	larynx cancer
Fever	Hematologic Neoplasms	99	61.2748255960464	D019337	D005334	DOID:2531	hematologic cancer
Fever	Brain Neoplasms	28	17.3302537039323	D001932	D005334	DOID:1319	brain cancer
Fever	Meningeal Neoplasms	3	1.85681289684989	D008577	D005334	DOID:3565	meningioma
Fever	Spinal Cord Neoplasms	1	0.618937632283297	D013120	D005334	DOID:5612	spinal cancer
Fever	Mediastinal Neoplasms	15	9.28406448424945	D008479	D005334	DOID:5559	mediastinal cancer
Fever	Thymus Neoplasms	2	1.23787526456659	D013953	D005334	DOID:3277	thymus cancer
Fever	Uterine Neoplasms	17	10.521939748816	D014594	D005334	DOID:363	uterine cancer
Fever	Prostatic Neoplasms	18	11.1408773810993	D011471	D005334	DOID:10283	prostate cancer
Fever	Kidney Neoplasms	108	66.845264286596	D007680	D005334	DOID:263	kidney cancer
Fever	Spondylitis, Ankylosing	7	4.33256342598308	D013167	D005334	DOID:7147	ankylosing spondylitis
Fever	Colitis, Ulcerative	20	12.3787526456659	D003093	D005334	DOID:8577	ulcerative colitis
Fever	Crohn Disease	44	27.2332558204651	D003424	D005334	DOID:8778	Crohn's disease
Fever	Asthma	43	26.6143181881818	D001249	D005334	DOID:2841	asthma
Fever	Pulmonary Disease, Chronic Obstructive	2	1.23787526456659	D029424	D005334	DOID:3083	chronic obstructive pulmonary disease
Fever	Multiple Sclerosis	30	18.5681289684989	D009103	D005334	DOID:2377	multiple sclerosis
Fever	Parkinson Disease	20	12.3787526456659	D010300	D005334	DOID:14330	Parkinson's disease
Fever	Epilepsy	94	58.1801374346299	D004827	D005334	DOID:1826	epilepsy syndrome
Fever	Migraine Disorders	13	8.04618921968286	D008881	D005334	DOID:6364	migraine
Fever	Graves Disease	7	4.33256342598308	D006111	D005334	DOID:12361	Graves' disease
Fever	Kidney Failure, Chronic	18	11.1408773810993	D007676	D005334	DOID:784	chronic kidney failure
Fever	Coronary Disease	18	11.1408773810993	D003327	D005334	DOID:3393	coronary artery disease
Fever	Mucocutaneous Lymph Node Syndrome	141	87.2702061519448	D009080	D005334	DOID:13378	Kawasaki disease
Fever	Anemia	55	34.0415697755813	D000740	D005334	DOID:2355	anemia
Fever	Lupus Erythematosus, Systemic	106	65.6073890220295	D008180	D005334	DOID:9074	systemic lupus erythematosus
Fever	Alopecia Areata	1	0.618937632283297	D000506	D005334	DOID:986	alopecia areata
Fever	Diabetes Mellitus, Type 1	12	7.42725158739956	D003922	D005334	DOID:9744	type 1 diabetes mellitus
Fever	Hypothyroidism	3	1.85681289684989	D007037	D005334	DOID:1459	hypothyroidism
Fever	Bipolar Disorder	9	5.57043869054967	D001714	D005334	DOID:3312	bipolar disorder
Fever	Depressive Disorder	13	8.04618921968286	D003866	D005334	DOID:1595	endogenous depression
Fever	Schizophrenia	30	18.5681289684989	D012559	D005334	DOID:5419	schizophrenia
Fever	Polycystic Ovary Syndrome	1	0.618937632283297	D011085	D005334	DOID:11612	polycystic ovary syndrome
Fever	Neoplasms, Germ Cell and Embryonal	9	5.57043869054967	D009373	D005334	DOID:2994	germ cell cancer
Fever	Mesothelioma	12	7.42725158739956	D008654	D005334	DOID:1790	malignant mesothelioma
Fever	Bone Neoplasms	14	8.66512685196616	D001859	D005334	DOID:184	bone cancer
Fever	Bile Duct Neoplasms	5	3.09468816141648	D001650	D005334	DOID:4606	bile duct cancer
Fever	Gallbladder Neoplasms	4	2.47575052913319	D005706	D005334	DOID:3121	gallbladder cancer
Fever	Appendiceal Neoplasms	1	0.618937632283297	D001063	D005334	DOID:11239	appendix cancer
Fever	Jejunal Neoplasms	1	0.618937632283297	D007580	D005334	DOID:13499	jejunal cancer
Fever	Adrenal Gland Neoplasms	29	17.9491913362156	D000310	D005334	DOID:3953	adrenal gland cancer
Fever	Testicular Neoplasms	10	6.18937632283297	D013736	D005334	DOID:2998	testicular cancer
Fever	Eye Neoplasms	4	2.47575052913319	D005134	D005334	DOID:2174	ocular cancer
Fever	Peripheral Nervous System Neoplasms	1	0.618937632283297	D010524	D005334	DOID:1192	peripheral nervous system neoplasm
Fever	Vascular Neoplasms	9	5.57043869054967	D019043	D005334	DOID:175	vascular cancer
Fever	Vulvar Neoplasms	2	1.23787526456659	D014846	D005334	DOID:1245	vulva cancer
Fever	Ureteral Neoplasms	3	1.85681289684989	D014516	D005334	DOID:11819	ureter cancer
Fever	Urinary Bladder Neoplasms	28	17.3302537039323	D001749	D005334	DOID:11054	urinary bladder cancer
Fever	Osteitis Deformans	3	1.85681289684989	D010001	D005334	DOID:5408	Paget's disease of bone
Fever	Arthritis, Psoriatic	3	1.85681289684989	D015535	D005334	DOID:9008	psoriatic arthritis
Fever	Arthritis, Gouty	4	2.47575052913319	D015210	D005334	DOID:13189	gout
Fever	Cholangitis, Sclerosing	2	1.23787526456659	D015209	D005334	DOID:14268	sclerosing cholangitis
Fever	Celiac Disease	6	3.71362579369978	D002446	D005334	DOID:10608	celiac disease
Fever	Pancreatitis	33	20.4249418653488	D010195	D005334	DOID:4989	pancreatitis
Fever	Behcet Syndrome	11	6.80831395511626	D001528	D005334	DOID:13241	Behcet's disease
Fever	Cleft Lip	2	1.23787526456659	D002971	D005334	DOID:9296	cleft lip
Fever	Periodontitis	5	3.09468816141648	D010518	D005334	DOID:824	periodontitis
Fever	Dental Caries	1	0.618937632283297	D003731	D005334	DOID:216	dental caries
Fever	Idiopathic Pulmonary Fibrosis	17	10.521939748816	D054990	D005334	DOID:0050156	idiopathic pulmonary fibrosis
Fever	Intracranial Aneurysm	6	3.71362579369978	D002532	D005334	DOID:10941	intracranial aneurysm
Fever	Creutzfeldt-Jakob Syndrome	1	0.618937632283297	D007562	D005334	DOID:11949	Creutzfeldt-Jakob disease
Fever	Glaucoma	4	2.47575052913319	D005901	D005334	DOID:1686	glaucoma
Fever	Macular Degeneration	1	0.618937632283297	D008268	D005334	DOID:10871	age related macular degeneration
Fever	Glomerulonephritis, IGA	1	0.618937632283297	D005922	D005334	DOID:2986	IgA glomerulonephritis
Fever	Glomerulonephritis, Membranous	1	0.618937632283297	D015433	D005334	DOID:10976	membranous glomerulonephritis
Fever	Glomerulosclerosis, Focal Segmental	2	1.23787526456659	D005923	D005334	DOID:1312	focal segmental glomerulosclerosis
Fever	Diabetes, Gestational	1	0.618937632283297	D016640	D005334	DOID:11714	gestational diabetes
Fever	Cardiomyopathy, Dilated	2	1.23787526456659	D002311	D005334	DOID:12930	dilated cardiomyopathy
Fever	Aortic Aneurysm, Abdominal	8	4.95150105826637	D017544	D005334	DOID:7693	abdominal aortic aneurysm
Fever	Aortic Aneurysm, Thoracic	2	1.23787526456659	D017545	D005334	DOID:14004	thoracic aortic aneurysm
Fever	Dermatitis, Atopic	10	6.18937632283297	D003876	D005334	DOID:3310	atopic dermatitis
Fever	Attention Deficit Disorder with Hyperactivity	2	1.23787526456659	D001289	D005334	DOID:1094	attention deficit hyperactivity disorder
Fever	Autistic Disorder	12	7.42725158739956	D001321	D005334	DOID:12849	autistic disorder
Hypothermia	Alzheimer Disease	5	9.72718107698576	D000544	D007035	DOID:10652	Alzheimer's disease
Hypothermia	Myocardial Ischemia	12	23.3452345847658	D017202	D007035	DOID:3393	coronary artery disease
Hypothermia	Coronary Artery Disease	8	15.5634897231772	D003324	D007035	DOID:3393	coronary artery disease
Hypothermia	Hypertension	10	19.4543621539715	D006973	D007035	DOID:10763	hypertension
Hypothermia	Diabetes Mellitus, Type 2	2	3.89087243079431	D003924	D007035	DOID:9352	type 2 diabetes mellitus
Hypothermia	Obesity	7	13.6180535077801	D009765	D007035	DOID:9970	obesity
Hypothermia	Malaria	2	3.89087243079431	D008288	D007035	DOID:12365	malaria
Hypothermia	Glioma	1	1.94543621539715	D005910	D007035	DOID:3070	malignant glioma
Hypothermia	Stomach Neoplasms	1	1.94543621539715	D013274	D007035	DOID:10534	stomach cancer
Hypothermia	Liver Neoplasms	1	1.94543621539715	D008113	D007035	DOID:3571	liver cancer
Hypothermia	Brain Neoplasms	3	5.83630864619146	D001932	D007035	DOID:1319	brain cancer
Hypothermia	Spinal Cord Neoplasms	1	1.94543621539715	D013120	D007035	DOID:5612	spinal cancer
Hypothermia	Mediastinal Neoplasms	1	1.94543621539715	D008479	D007035	DOID:5559	mediastinal cancer
Hypothermia	Thymus Neoplasms	1	1.94543621539715	D013953	D007035	DOID:3277	thymus cancer
Hypothermia	Prostatic Neoplasms	1	1.94543621539715	D011471	D007035	DOID:10283	prostate cancer
Hypothermia	Kidney Neoplasms	1	1.94543621539715	D007680	D007035	DOID:263	kidney cancer
Hypothermia	Asthma	3	5.83630864619146	D001249	D007035	DOID:2841	asthma
Hypothermia	Pulmonary Disease, Chronic Obstructive	1	1.94543621539715	D029424	D007035	DOID:3083	chronic obstructive pulmonary disease
Hypothermia	Multiple Sclerosis	9	17.5089259385744	D009103	D007035	DOID:2377	multiple sclerosis
Hypothermia	Parkinson Disease	5	9.72718107698576	D010300	D007035	DOID:14330	Parkinson's disease
Hypothermia	Epilepsy	9	17.5089259385744	D004827	D007035	DOID:1826	epilepsy syndrome
Hypothermia	Migraine Disorders	4	7.78174486158861	D008881	D007035	DOID:6364	migraine
Hypothermia	Graves Disease	1	1.94543621539715	D006111	D007035	DOID:12361	Graves' disease
Hypothermia	Kidney Failure, Chronic	4	7.78174486158861	D007676	D007035	DOID:784	chronic kidney failure
Hypothermia	Coronary Disease	8	15.5634897231772	D003327	D007035	DOID:3393	coronary artery disease
Hypothermia	Anemia	5	9.72718107698576	D000740	D007035	DOID:2355	anemia
Hypothermia	Lupus Erythematosus, Systemic	3	5.83630864619146	D008180	D007035	DOID:9074	systemic lupus erythematosus
Hypothermia	Diabetes Mellitus, Type 1	2	3.89087243079431	D003922	D007035	DOID:9744	type 1 diabetes mellitus
Hypothermia	Hypothyroidism	21	40.8541605233402	D007037	D007035	DOID:1459	hypothyroidism
Hypothermia	Bipolar Disorder	3	5.83630864619146	D001714	D007035	DOID:3312	bipolar disorder
Hypothermia	Depressive Disorder	5	9.72718107698576	D003866	D007035	DOID:1595	endogenous depression
Hypothermia	Schizophrenia	10	19.4543621539715	D012559	D007035	DOID:5419	schizophrenia
Hypothermia	Adrenal Gland Neoplasms	2	3.89087243079431	D000310	D007035	DOID:3953	adrenal gland cancer
Hypothermia	Pancreatitis	22	42.7995967387374	D010195	D007035	DOID:4989	pancreatitis
Hypothermia	Idiopathic Pulmonary Fibrosis	1	1.94543621539715	D054990	D007035	DOID:0050156	idiopathic pulmonary fibrosis
Hypothermia	Creutzfeldt-Jakob Syndrome	1	1.94543621539715	D007562	D007035	DOID:11949	Creutzfeldt-Jakob disease
Hypothermia	Aortic Aneurysm, Abdominal	1	1.94543621539715	D017544	D007035	DOID:7693	abdominal aortic aneurysm
Hypothermia	Attention Deficit Disorder with Hyperactivity	2	3.89087243079431	D001289	D007035	DOID:1094	attention deficit hyperactivity disorder
Body Weight	Acquired Immunodeficiency Syndrome	97	33.2698211730422	D000163	D001835	DOID:635	acquired immunodeficiency syndrome
Body Weight	Breast Neoplasms	373	127.934466984997	D001943	D001835	DOID:1612	breast cancer
Body Weight	Colonic Neoplasms	253	86.7759253276255	D003110	D001835	DOID:219	colon cancer
Body Weight	Skin Neoplasms	82	28.1250034658707	D012878	D001835	DOID:4159	skin cancer
Body Weight	Osteoporosis	368	126.219527749274	D010024	D001835	DOID:11476	osteoporosis
Body Weight	Arthritis, Rheumatoid	82	28.1250034658707	D001172	D001835	DOID:7148	rheumatoid arthritis
Body Weight	Alzheimer Disease	61	20.9222586758307	D000544	D001835	DOID:10652	Alzheimer's disease
Body Weight	Myocardial Ischemia	110	37.7286631859241	D017202	D001835	DOID:3393	coronary artery disease
Body Weight	Coronary Artery Disease	475	162.919227393763	D003324	D001835	DOID:3393	coronary artery disease
Body Weight	Atherosclerosis	96	32.9268333258974	D050197	D001835	DOID:1936	atherosclerosis
Body Weight	Hypertension	3054	1047.48488518011	D006973	D001835	DOID:10763	hypertension
Body Weight	Scleroderma, Systemic	7	2.40091493001335	D012595	D001835	DOID:418	systemic scleroderma
Body Weight	Vitiligo	1	0.342987847144765	D014820	D001835	DOID:12306	vitiligo
Body Weight	Diabetes Mellitus, Type 2	1612	552.896409597361	D003924	D001835	DOID:9352	type 2 diabetes mellitus
Body Weight	Metabolic Syndrome X	264	90.5487916462179	D024821	D001835	DOID:14221	metabolic syndrome X
Body Weight	Obesity	7901	2709.94698029079	D009765	D001835	DOID:9970	obesity
Body Weight	Leprosy	11	3.77286631859242	D007918	D001835	DOID:1024	leprosy
Body Weight	Hepatitis B	5	1.71493923572383	D006509	D001835	DOID:2043	hepatitis B
Body Weight	Malaria	60	20.5792708286859	D008288	D001835	DOID:12365	malaria
Body Weight	Leiomyoma	10	3.42987847144765	D007889	D001835	DOID:13223	uterine fibroid
Body Weight	Myosarcoma	1	0.342987847144765	D009217	D001835	DOID:4045	muscle cancer
Body Weight	Glioma	31	10.6326232614877	D005910	D001835	DOID:3070	malignant glioma
Body Weight	Melanoma	41	14.0625017329354	D008545	D001835	DOID:1909	melanoma
Body Weight	Retroperitoneal Neoplasms	3	1.0289635414343	D012186	D001835	DOID:5875	retroperitoneal cancer
Body Weight	Esophageal Neoplasms	67	22.9801857586992	D004938	D001835	DOID:5041	esophageal cancer
Body Weight	Rectal Neoplasms	20	6.8597569428953	D012004	D001835	DOID:1993	rectum cancer
Body Weight	Stomach Neoplasms	130	44.5884201288195	D013274	D001835	DOID:10534	stomach cancer
Body Weight	Liver Neoplasms	274	93.9786701176656	D008113	D001835	DOID:3571	liver cancer
Body Weight	Pancreatic Neoplasms	153	52.477140613149	D010190	D001835	DOID:1793	pancreatic cancer
Body Weight	Ovarian Neoplasms	66	22.6371979115545	D010051	D001835	DOID:2394	ovarian cancer
Body Weight	Head and Neck Neoplasms	67	22.9801857586992	D006258	D001835	DOID:11934	head and neck cancer
Body Weight	Laryngeal Neoplasms	7	2.40091493001335	D007822	D001835	DOID:2596	larynx cancer
Body Weight	Hematologic Neoplasms	4	1.37195138857906	D019337	D001835	DOID:2531	hematologic cancer
Body Weight	Brain Neoplasms	61	20.9222586758307	D001932	D001835	DOID:1319	brain cancer
Body Weight	Meningeal Neoplasms	4	1.37195138857906	D008577	D001835	DOID:3565	meningioma
Body Weight	Spinal Cord Neoplasms	2	0.68597569428953	D013120	D001835	DOID:5612	spinal cancer
Body Weight	Mediastinal Neoplasms	2	0.68597569428953	D008479	D001835	DOID:5559	mediastinal cancer
Body Weight	Thymus Neoplasms	11	3.77286631859242	D013953	D001835	DOID:3277	thymus cancer
Body Weight	Uterine Neoplasms	75	25.7240885358574	D014594	D001835	DOID:363	uterine cancer
Body Weight	Prostatic Neoplasms	165	56.5929947788862	D011471	D001835	DOID:10283	prostate cancer
Body Weight	Kidney Neoplasms	105	36.0137239502003	D007680	D001835	DOID:263	kidney cancer
Body Weight	Spondylitis, Ankylosing	5	1.71493923572383	D013167	D001835	DOID:7147	ankylosing spondylitis
Body Weight	Colitis, Ulcerative	62	21.2652465229754	D003093	D001835	DOID:8577	ulcerative colitis
Body Weight	Crohn Disease	141	48.3612864474119	D003424	D001835	DOID:8778	Crohn's disease
Body Weight	Asthma	156	53.5061041545833	D001249	D001835	DOID:2841	asthma
Body Weight	Pulmonary Disease, Chronic Obstructive	38	13.0335381915011	D029424	D001835	DOID:3083	chronic obstructive pulmonary disease
Body Weight	Multiple Sclerosis	16	5.48780555431624	D009103	D001835	DOID:2377	multiple sclerosis
Body Weight	Parkinson Disease	57	19.5503072872516	D010300	D001835	DOID:14330	Parkinson's disease
Body Weight	Epilepsy	146	50.0762256831357	D004827	D001835	DOID:1826	epilepsy syndrome
Body Weight	Migraine Disorders	21	7.20274479004006	D008881	D001835	DOID:6364	migraine
Body Weight	Amyotrophic Lateral Sclerosis	46	15.7774409686592	D000690	D001835	DOID:332	amyotrophic lateral sclerosis
Body Weight	Restless Legs Syndrome	3	1.0289635414343	D012148	D001835	DOID:0050425	restless legs syndrome
Body Weight	Graves Disease	17	5.830793401461	D006111	D001835	DOID:12361	Graves' disease
Body Weight	Kidney Failure, Chronic	636	218.140270784071	D007676	D001835	DOID:784	chronic kidney failure
Body Weight	Coronary Disease	428	146.798798577959	D003327	D001835	DOID:3393	coronary artery disease
Body Weight	Mucocutaneous Lymph Node Syndrome	4	1.37195138857906	D009080	D001835	DOID:13378	Kawasaki disease
Body Weight	Anemia	97	33.2698211730422	D000740	D001835	DOID:2355	anemia
Body Weight	Lupus Erythematosus, Systemic	47	16.120428815804	D008180	D001835	DOID:9074	systemic lupus erythematosus
Body Weight	Alopecia Areata	1	0.342987847144765	D000506	D001835	DOID:986	alopecia areata
Body Weight	Diabetes Mellitus, Type 1	543	186.242400999607	D003922	D001835	DOID:9744	type 1 diabetes mellitus
Body Weight	Hypothyroidism	386	132.393308997879	D007037	D001835	DOID:1459	hypothyroidism
Body Weight	Panic Disorder	4	1.37195138857906	D016584	D001835	DOID:594	panic disorder
Body Weight	Bipolar Disorder	89	30.5259183958841	D001714	D001835	DOID:3312	bipolar disorder
Body Weight	Depressive Disorder	226	77.5152534547169	D003866	D001835	DOID:1595	endogenous depression
Body Weight	Schizophrenia	246	84.3750103976122	D012559	D001835	DOID:5419	schizophrenia
Body Weight	Polycystic Ovary Syndrome	165	56.5929947788862	D011085	D001835	DOID:11612	polycystic ovary syndrome
Body Weight	Neoplasms, Germ Cell and Embryonal	2	0.68597569428953	D009373	D001835	DOID:2994	germ cell cancer
Body Weight	Mesothelioma	7	2.40091493001335	D008654	D001835	DOID:1790	malignant mesothelioma
Body Weight	Bone Neoplasms	25	8.57469617861912	D001859	D001835	DOID:184	bone cancer
Body Weight	Bile Duct Neoplasms	8	2.74390277715812	D001650	D001835	DOID:4606	bile duct cancer
Body Weight	Gallbladder Neoplasms	4	1.37195138857906	D005706	D001835	DOID:3121	gallbladder cancer
Body Weight	Adrenal Gland Neoplasms	19	6.51676909575054	D000310	D001835	DOID:3953	adrenal gland cancer
Body Weight	Testicular Neoplasms	30	10.2896354143429	D013736	D001835	DOID:2998	testicular cancer
Body Weight	Eye Neoplasms	1	0.342987847144765	D005134	D001835	DOID:2174	ocular cancer
Body Weight	Peripheral Nervous System Neoplasms	1	0.342987847144765	D010524	D001835	DOID:1192	peripheral nervous system neoplasm
Body Weight	Vascular Neoplasms	1	0.342987847144765	D019043	D001835	DOID:175	vascular cancer
Body Weight	Vulvar Neoplasms	1	0.342987847144765	D014846	D001835	DOID:1245	vulva cancer
Body Weight	Urinary Bladder Neoplasms	110	37.7286631859241	D001749	D001835	DOID:11054	urinary bladder cancer
Body Weight	Osteitis Deformans	2	0.68597569428953	D010001	D001835	DOID:5408	Paget's disease of bone
Body Weight	Arthritis, Psoriatic	2	0.68597569428953	D015535	D001835	DOID:9008	psoriatic arthritis
Body Weight	Cholangitis, Sclerosing	2	0.68597569428953	D015209	D001835	DOID:14268	sclerosing cholangitis
Body Weight	Celiac Disease	122	41.8445173516613	D002446	D001835	DOID:10608	celiac disease
Body Weight	Pancreatitis	71	24.3521371472783	D010195	D001835	DOID:4989	pancreatitis
Body Weight	Cleft Lip	32	10.9756111086325	D002971	D001835	DOID:9296	cleft lip
Body Weight	Periodontitis	18	6.17378124860577	D010518	D001835	DOID:824	periodontitis
Body Weight	Dental Caries	51	17.492380204383	D003731	D001835	DOID:216	dental caries
Body Weight	Idiopathic Pulmonary Fibrosis	73	25.0381128415678	D054990	D001835	DOID:0050156	idiopathic pulmonary fibrosis
Body Weight	Intracranial Aneurysm	4	1.37195138857906	D002532	D001835	DOID:10941	intracranial aneurysm
Body Weight	Glaucoma	9	3.08689062430288	D005901	D001835	DOID:1686	glaucoma
Body Weight	Macular Degeneration	2	0.68597569428953	D008268	D001835	DOID:10871	age related macular degeneration
Body Weight	Glomerulonephritis, IGA	7	2.40091493001335	D005922	D001835	DOID:2986	IgA glomerulonephritis
Body Weight	Glomerulonephritis, Membranous	1	0.342987847144765	D015433	D001835	DOID:10976	membranous glomerulonephritis
Body Weight	Glomerulosclerosis, Focal Segmental	55	18.8643315929621	D005923	D001835	DOID:1312	focal segmental glomerulosclerosis
Body Weight	Diabetes, Gestational	73	25.0381128415678	D016640	D001835	DOID:11714	gestational diabetes
Body Weight	Cardiomyopathy, Dilated	54	18.5213437458173	D002311	D001835	DOID:12930	dilated cardiomyopathy
Body Weight	Aortic Aneurysm, Abdominal	10	3.42987847144765	D017544	D001835	DOID:7693	abdominal aortic aneurysm
Body Weight	Aortic Aneurysm, Thoracic	1	0.342987847144765	D017545	D001835	DOID:14004	thoracic aortic aneurysm
Body Weight	Dermatitis, Atopic	16	5.48780555431624	D003876	D001835	DOID:3310	atopic dermatitis
Body Weight	Attention Deficit Disorder with Hyperactivity	70	24.0091493001336	D001289	D001835	DOID:1094	attention deficit hyperactivity disorder
Body Weight	Autistic Disorder	27	9.26067187290865	D001321	D001835	DOID:12849	autistic disorder
Body Weight	Liver Cirrhosis, Biliary	14	4.80182986002671	D008105	D001835	DOID:12236	primary biliary cirrhosis
Body Weight	Vaginal Neoplasms	4	1.37195138857906	D014625	D001835	DOID:119	vaginal cancer
Body Weight	Otosclerosis	1	0.342987847144765	D010040	D001835	DOID:12185	otosclerosis
Body Weight	Tourette Syndrome	7	2.40091493001335	D005879	D001835	DOID:11119	Gilles de la Tourette syndrome
Body Weight	Narcolepsy	4	1.37195138857906	D009290	D001835	DOID:8986	narcolepsy
Body Weight	Refractive Errors	6	2.05792708286859	D012030	D001835	DOID:9835	refractive error
Body Weight	Nephrolithiasis	2	0.68597569428953	D053040	D001835	DOID:585	nephrolithiasis
Birth Weight	Acquired Immunodeficiency Syndrome	7	9.8499166010329	D000163	D001724	DOID:635	acquired immunodeficiency syndrome
Birth Weight	Breast Neoplasms	55	77.3922018652585	D001943	D001724	DOID:1612	breast cancer
Birth Weight	Skin Neoplasms	3	4.2213928290141	D012878	D001724	DOID:4159	skin cancer
Birth Weight	Osteoporosis	5	7.0356547150235	D010024	D001724	DOID:11476	osteoporosis
Birth Weight	Arthritis, Rheumatoid	10	14.071309430047	D001172	D001724	DOID:7148	rheumatoid arthritis
Birth Weight	Myocardial Ischemia	8	11.2570475440376	D017202	D001724	DOID:3393	coronary artery disease
Birth Weight	Coronary Artery Disease	53	74.5779399792491	D003324	D001724	DOID:3393	coronary artery disease
Birth Weight	Atherosclerosis	5	7.0356547150235	D050197	D001724	DOID:1936	atherosclerosis
Birth Weight	Hypertension	329	462.946080248546	D006973	D001724	DOID:10763	hypertension
Birth Weight	Scleroderma, Systemic	1	1.4071309430047	D012595	D001724	DOID:418	systemic scleroderma
Birth Weight	Diabetes Mellitus, Type 2	149	209.6625105077	D003924	D001724	DOID:9352	type 2 diabetes mellitus
Birth Weight	Metabolic Syndrome X	44	61.9137614922068	D024821	D001724	DOID:14221	metabolic syndrome X
Birth Weight	Obesity	325	457.317556476528	D009765	D001724	DOID:9970	obesity
Birth Weight	Leprosy	2	2.8142618860094	D007918	D001724	DOID:1024	leprosy
Birth Weight	Hepatitis B	5	7.0356547150235	D006509	D001724	DOID:2043	hepatitis B
Birth Weight	Malaria	34	47.8424520621598	D008288	D001724	DOID:12365	malaria
